Rpsi(lP),Evac
1.604874543074996033e+11,1.358057154290572555e-01
1.640752250433267212e+11,1.444794204097045731e-01
1.677432020414339600e+11,1.533105543746444976e-01
1.714931783496454773e+11,1.622859419181364449e-01
1.753269871001908264e+11,1.713921924186501966e-01
1.792465024058143616e+11,1.806157200167031185e-01
1.832536402759107361e+11,1.899427638839620014e-01
1.873503595531444702e+11,1.993594087533939740e-01
1.915386628710080872e+11,2.088516056798281340e-01
1.958205976327830505e+11,2.184051929999489827e-01
2.001982570123937988e+11,2.280059174604634753e-01
2.046737809776281128e+11,2.376394554829227013e-01
2.092493573362363892e+11,2.472914345334372432e-01
2.139272228054167786e+11,2.569474545654580333e-01
2.187096641052048950e+11,2.665931095035770082e-01
2.235990190763153076e+11,2.762140087363583185e-01
2.285976778229645386e+11,2.857957985860617445e-01
2.337080838812463379e+11,2.953241837232907230e-01
2.389327354136268005e+11,3.047849484945703291e-01
2.442741864301382751e+11,3.141639781310556767e-01
2.497350480368830261e+11,3.234472798067529187e-01
2.553179897124382629e+11,3.326210035147770250e-01
2.610257406128006287e+11,3.416714627305580954e-01
2.668610909055022278e+11,3.505851548311265664e-01
2.728268931335527649e+11,3.593487812400408266e-01
2.789260636098673706e+11,3.679492672678913445e-01
2.851615838428789673e+11,3.763737816187842644e-01
2.915365019940093384e+11,3.846097555336911444e-01
2.980539343677287598e+11,3.926449015421191735e-01
3.047170669349259033e+11,4.004672317941201376e-01
3.115291568903281860e+11,4.080650759452790766e-01
3.184935342447503662e+11,4.154270985680230677e-01
3.256136034529268799e+11,4.225423160632447162e-01
3.328928450777411499e+11,4.294001130470286309e-01
3.403348174916593628e+11,4.359902581880298889e-01
3.479431586161940308e+11,4.423029194718662849e-01
3.557215877002679443e+11,4.483286788697719016e-01
3.636739071383197021e+11,4.540585463896023022e-01
3.718040043290619507e+11,4.594839734882469884e-01
3.801158535757902832e+11,4.645968658254253647e-01
3.886135180291773682e+11,4.693895953398609655e-01
3.973011516734899292e+11,4.738550116297777226e-01
4.061830013572252197e+11,4.779864526207857067e-01
4.152634088691274414e+11,4.817777545052057131e-01
4.245468130606215210e+11,4.852232609380169870e-01
4.340377520156964111e+11,4.883178314757142813e-01
4.437408652692869263e+11,4.910568492454709943e-01
4.536608960752672119e+11,4.934362278331761442e-01
4.638026937251280518e+11,4.954524173800644582e-01
4.741712159184982910e+11,4.971024098788475731e-01
4.847715311866604004e+11,4.983837436614401706e-01
4.956088213702354126e+11,4.992945070715869571e-01
5.066883841522764893e+11,4.998333413169173123e-01
5.180156356479724731e+11,4.999994424961607953e-01
5.295961130522540894e+11,4.997925627985108088e-01
5.414354773465895996e+11,4.992130108733398575e-01
5.535395160662810059e+11,4.982616513697171734e-01
5.659141461296459961e+11,4.969399036464157149e-01
5.785654167304262695e+11,4.952497396543322772e-01
5.914995122948671875e+11,4.931936809944814648e-01
6.047227555049027100e+11,4.907747951559515709e-01
6.182416103889273682e+11,4.879966909394342078e-01
6.320626854816511230e+11,4.848635130731598353e-01
6.461927370546193848e+11,4.813799360292659313e-01
6.606386724189281006e+11,4.775511570498230385e-01
6.754075533017844238e+11,4.733828883929346865e-01
6.905065992985527344e+11,4.688813488104631721e-01
7.059431914019584961e+11,4.640532542701092389e-01
7.217248756102174072e+11,4.589058079356784781e-01
7.378593666157974854e+11,4.534466894204872700e-01
7.543545515766594238e+11,4.476840433299394406e-01
7.712184939718050537e+11,4.416264671103756756e-01
7.884594375430023193e+11,4.352829982223115901e-01
8.060858103246614990e+11,4.286631006572067526e-01
8.241062287637691650e+11,4.217766508178799612e-01
8.425295019319405518e+11,4.146339227836426389e-01
8.613646358316322021e+11,4.072455729821174986e-01
8.806208377986246338e+11,3.996226242906392168e-01
9.003075210029068604e+11,3.917764495909208944e-01
9.204343090502161865e+11,3.837187548015444372e-01
9.410110406864117432e+11,3.754615614135927149e-01
9.620477746070341797e+11,3.670171885554550650e-01
9.835547943743859863e+11,3.583982346136028174e-01
1.005542613444514771e+12,3.496175584367096079e-01
1.028021980306618286e+12,3.406882601511879716e-01
1.051003883737301270e+12,3.316236616167641538e-01
1.074499558172316162e+12,3.224372865512366015e-01
1.098520489198389282e+12,3.131428403540764127e-01
1.123078419167799316e+12,3.037541896589812107e-01
1.148185352938515381e+12,2.942853416458620086e-01
1.173853563742614502e+12,2.847504231431621791e-01
1.200095599185912842e+12,2.751636595516616102e-01
1.226924287381720947e+12,2.655393536212158345e-01
1.254352743221698486e+12,2.558918641121155635e-01
1.282394374786945312e+12,2.462355843728389615e-01
1.311062889902365723e+12,2.365849208662530734e-01
1.340372302837584961e+12,2.269542716762132095e-01
1.370336941157660645e+12,2.173580050266841202e-01
1.400971452726951904e+12,2.078104378453904388e-01
1.432290812869535156e+12,1.983258144040148385e-01
1.464310331689750000e+12,1.889182850667857627e-01
1.497045661556343018e+12,1.796018851791667814e-01
1.530512804753951660e+12,1.703905141281554236e-01
1.564728121305641357e+12,1.612979146054028812e-01
1.599708336970285889e+12,1.523376521041381881e-01
1.635470551418798340e+12,1.435230946804270380e-01
1.672032246593080811e+12,1.348673930090250050e-01
1.709411295251874268e+12,1.263834607635311025e-01
1.747625969707655273e+12,1.180839553501221578e-01
1.786694950758815430e+12,1.099812590236412813e-01
1.826637336821593018e+12,1.020874604141704250e-01
1.867472653266084961e+12,9.441433649167763065e-02
1.909220861961001953e+12,8.697333499565232384e-02
1.951902371031796875e+12,7.977555735590124986e-02
1.995538044836945312e+12,7.283174213003330844e-02
2.040149214167214111e+12,6.615224898232101303e-02
2.085757686673016602e+12,5.974704322783159355e-02
2.132385757524796631e+12,5.362568096491127784e-02
2.180056220311771484e+12,4.779729481818439235e-02
2.228792378184321289e+12,4.227058031334458843e-02
2.278618055245425293e+12,3.705378290407081859e-02
2.329557608196854004e+12,3.215468567040671161e-02
2.381635938245619141e+12,2.758059770698306074e-02
2.434878503276650879e+12,2.333834321837367429e-02
2.489311330297596680e+12,1.943425133788945908e-02
2.544961028161781738e+12,1.587414668497306655e-02
2.601854800575696289e+12,1.266334067528883389e-02
2.660020459397168945e+12,9.806623596484967745e-03
2.719486438230883789e+12,7.308257461428485993e-03
2.780281806327824219e+12,5.171969649599127312e-03
2.842436282795393066e+12,3.400947346110556532e-03
2.905980251125320801e+12,1.997832786661361219e-03
2.970944774046236328e+12,9.647193155153092501e-04
3.037361608708330566e+12,3.031482623829776413e-04
3.105263222207469238e+12,1.410664287128143172e-05
3.174682807456368164e+12,9.802568592889003302e-05
3.245654299410509766e+12,5.547801904836199231e-04
3.318212391656928711e+12,1.383688712233117424e-03
3.392392553373714355e+12,2.583514580310411566e-03
3.468231046668721191e+12,4.152467742305755889e-03
3.545764944305889648e+12,6.088207434895517162e-03
3.625032147827777832e+12,8.387845676087021113e-03
3.706071406083376465e+12,1.104795157387785873e-02
3.788922334169972656e+12,1.406455644489664272e-02
3.873625432798545898e+12,1.743315973538693206e-02
3.960222108092082520e+12,2.114873573570526244e-02
4.048754691826413574e+12,2.520574107830942517e-02
4.139266462123705566e+12,2.959812300806135069e-02
4.231801664608402344e+12,3.431932841249225874e-02
4.326405534036201172e+12,3.936231359856766365e-02
4.423124316406550781e+12,4.471955480136298455e-02
4.522005291569399414e+12,5.038305940896645185e-02
4.623096796337506836e+12,5.634437788687708670e-02
4.726448248115259766e+12,6.259461638408811424e-02
4.832110169055809570e+12,6.912445000206296486e-02
4.940134210758245117e+12,7.592413670680281390e-02
5.050573179516888672e+12,8.298353186324483599e-02
5.163481062134958008e+12,9.029210337031644273e-02
5.278913052315511719e+12,9.783894737406763353e-02
5.396925577642161133e+12,1.056128045354114142e-01
5.517576327163063477e+12,1.136020768282419435e-01
5.640924279591558594e+12,1.217948448428352870e-01
5.767029732137138672e+12,1.301788855687392721e-01
5.895954329981167969e+12,1.387416906306125630e-01
6.027761096411328125e+12,1.474704849498070236e-01
6.162514463629833984e+12,1.563522458038443808e-01
6.300280304250395508e+12,1.653737222553664232e-01
6.441125963499170898e+12,1.745214549215657884e-01
6.585120292135852539e+12,1.837817960546037077e-01
6.732333680110455078e+12,1.931409299030445448e-01
6.882838090972649414e+12,2.025848933239565441e-01
7.036707097050302734e+12,2.120995966148819523e-01
7.194015915414487305e+12,2.216708445346612655e-01
7.354841444648346680e+12,2.312843574816788594e-01
7.519262302438254883e+12,2.409257927979962521e-01
7.687358864005032227e+12,2.505807661675409914e-01
7.859213301394469727e+12,2.602348730764556528e-01
8.034909623646208008e+12,2.698737103035808160e-01
8.214533717860445312e+12,2.794828974089992313e-01
8.398173391183044922e+12,2.890480981886116574e-01
8.585918413728900391e+12,2.985550420626966739e-01
8.777860562465046875e+12,3.079895453665734695e-01
8.974093666074798828e+12,3.173375325115938561e-01
9.174713650824660156e+12,3.265850569848830487e-01
9.379818587456980469e+12,3.357183221565276932e-01
9.589508739130554688e+12,3.447237018631323369e-01
9.803886610433128906e+12,3.535877607370521702e-01
1.002305699748962305e+13,3.622972742509961708e-01
1.024712703919032031e+13,3.708392484480317330e-01
1.047620626956472656e+13,3.792009393276356555e-01
1.071040667132582812e+13,3.873698718588035605e-01
1.094984273061158398e+13,3.953338585918790837e-01
1.119463149295013281e+13,4.030810178413450906e-01
1.144489262047619727e+13,4.105997914124294712e-01
1.170074845042632422e+13,4.178789618450741705e-01
1.196232405494229688e+13,4.249076691495798919e-01
1.222974730221102344e+13,4.316754270089038781e-01
1.250314891897143555e+13,4.381721384234871230e-01
1.278266255441880273e+13,4.443881107752347126e-01
1.306842484553736523e+13,4.503140702881896495e-01
1.336057548389404883e+13,4.559411758643349688e-01
1.365925728392484570e+13,4.612610322738606716e-01
1.396461625274804688e+13,4.662657026802330962e-01
1.427680166153817969e+13,4.709477204813756201e-01
1.459596611849524219e+13,4.753001004492888870e-01
1.492226564344579883e+13,4.793163491515053942e-01
1.525585974411122070e+13,4.829904746388116732e-01
1.559691149408123242e+13,4.863169953847997773e-01
1.594558761253054297e+13,4.892909484639028084e-01
1.630205854571763477e+13,4.919078969557177938e-01
1.666649855030516406e+13,4.941639365645639770e-01
1.703908577854369922e+13,4.960557014444096358e-01
1.742000236535911133e+13,4.975803692204657236e-01
1.780943451738717188e+13,4.987356651999632629e-01
1.820757260399857422e+13,4.995198657658286301e-01
1.861461125035848828e+13,4.999318009481938940e-01
1.903074943256725000e+13,4.999708561699060527e-01
1.945619057492720312e+13,4.996369731634322520e-01
1.989114264938438281e+13,4.989306500577893044e-01
2.033581827719326953e+13,4.978529406353719988e-01
2.079043483285385938e+13,4.964054527597882571e-01
2.125521455037317578e+13,4.945903459770420452e-01
2.173038463190142188e+13,4.924103282936506676e-01
2.221617735879721094e+13,4.898686521364951085e-01
2.271283020517566797e+13,4.869691095004382020e-01
2.322058595399454297e+13,4.837160262909490083e-01
2.373969281573635938e+13,4.801142558701618213e-01
2.427040454974287500e+13,4.761691718160195319e-01
2.481298058826243750e+13,4.718866599052872202e-01
2.536768616327045312e+13,4.672731093324040130e-01
2.593479243612502734e+13,4.623354031772712869e-01
2.651457663012062891e+13,4.570809081362049442e-01
2.710732216600608984e+13,4.515174635313584095e-01
2.771331880053112109e+13,4.456533696150303814e-01
2.833286276809062500e+13,4.394973751862950029e-01
2.896625692553555078e+13,4.330586645384329469e-01
2.961381090022047266e+13,4.263468437566425018e-01
3.027584124136199609e+13,4.193719263864555957e-01
3.095267157477971875e+13,4.121443184942660265e-01
3.164463276109702734e+13,4.046748031422380820e-01
3.235206305747861719e+13,3.969745243007653523e-01
3.307530828298301953e+13,3.890549702224880280e-01
3.381472198761301953e+13,3.809279563026523596e-01
3.457066562514393359e+13,3.726056074514101923e-01
3.534350872981619531e+13,3.641003400043381633e-01
3.613362909697802344e+13,3.554248431981774092e-01
3.694141296776567969e+13,3.465920602394197414e-01
3.776725521791382812e+13,3.376151689939805856e-01
3.861155955078536719e+13,3.285075623268002287e-01
3.947473869471724219e+13,3.192828281206676055e-01
4.035721460477789844e+13,3.099547290040852721e-01
4.125941866903525781e+13,3.005371818184393029e-01
4.218179191943509375e+13,2.910442368550971715e-01
4.312478524739534375e+13,2.814900568933820235e-01
4.408885962421847656e+13,2.718888960707664948e-01
4.507448632643210156e+13,2.622550786167233139e-01
4.608214716616719531e+13,2.526029774820300888e-01
4.711233472668560938e+13,2.429469928953833235e-01
4.816555260317475781e+13,2.333015308793005282e-01
4.924231564892353906e+13,2.236809817573955084e-01
5.034315022700253906e+13,2.140996986850667860e-01
5.146859446757070312e+13,2.045719762356380533e-01
5.261919853093314062e+13,1.951120290739077057e-01
5.379552487648186719e+13,1.857339707488983305e-01
5.499814853764664844e+13,1.764517926374814527e-01
5.622765740299364062e+13,1.672793430702648743e-01
5.748465250360785156e+13,1.582303066708969919e-01
5.876974830690040625e+13,1.493181839396075516e-01
6.008357301698285938e+13,1.405562711114542729e-01
6.142676888175887500e+13,1.319576403193109260e-01
6.279999250687865625e+13,1.235351200911923158e-01
6.420391517671324219e+13,1.153012762110432327e-01
6.563922318250430469e+13,1.072683929714989132e-01
6.710661815784853906e+13,9.944845484662510893e-02
6.860681742168471875e+13,9.185312861195656098e-02
7.014055432894558594e+13,8.449374593852010396e-02
7.170857862905017188e+13,7.738128648680960009e-02
7.331165683241032812e+13,7.052636152594116137e-02
7.495057258512926562e+13,6.393919810241432966e-02
7.662612705207954688e+13,5.762962378210567671e-02
7.833913930854210938e+13,5.160705198825728257e-02
8.009044674060184375e+13,4.588046795734269934e-02
8.188090545449445312e+13,4.045841533374414101e-02
8.371139069510265625e+13,3.534898342327441600e-02
8.558279727381143750e+13,3.055979512450905655e-02
8.749604000592484375e+13,2.609799555598516646e-02
8.945205415786310938e+13,2.197024139621051031e-02
9.145179590435678125e+13,1.818269095238199060e-02
9.349624279586195312e+13,1.474099497264432304e-02
9.558639423642290625e+13,1.165028821558799534e-02
9.772327197222137500e+13,8.915181789561328965e-03
9.990792059104382812e+13,6.539756273234766278e-03
1.021414080329163281e+14,4.527555627680429282e-03
1.044248261121550312e+14,2.881581909038210838e-03
1.067592910510852656e+14,1.604290789668793866e-03
1.091459440256962188e+14,6.975878944680795205e-04
1.115859517234899375e+14,1.628259578165500729e-04
1.140805069138033125e+14,8.028053972258082423e-07
1.166308290308799531e+14,2.117601638994975628e-04
1.192381647699745000e+14,7.953833003790415027e-04
1.219037886967879062e+14,1.750801491817263311e-03
1.246290038705222031e+14,3.076589324175542980e-03
1.274151424808662031e+14,4.770768819011127898e-03
1.302635664992209688e+14,6.830812384472011861e-03
1.331756683444841562e+14,9.253646586283689052e-03
1.361528715637156562e+14,1.203565673308292644e-02
1.391966315280252188e+14,1.517269226927842052e-02
1.423084361440114688e+14,1.866007296737198437e-02
1.454898065811082812e+14,2.249259591051896642e-02
1.487422980151913750e+14,2.666454325489728619e-02
1.520675003888054375e+14,3.116969076030827457e-02
1.554670391883927188e+14,3.600131707629629363e-02
1.589425762388905938e+14,4.115221376990579188e-02
1.624958105160961250e+14,4.661469608013629751e-02
1.661284789771910312e+14,5.238061438304991713e-02
1.698423574098305312e+14,5.844136635039921812e-02
1.736392613002201875e+14,6.478790978368835496e-02
1.775210467205927812e+14,7.141077610446230906e-02
1.814896112365281562e+14,7.830008448073651206e-02
1.855468948345567188e+14,8.544555656846999914e-02
1.896948808704963750e+14,9.283653184611057041e-02
1.939355970389973750e+14,1.004619835193076433e-01
1.982711163647541562e+14,1.083105349720855648e-01
2.027035582158801875e+14,1.163704767399163786e-01
2.072350893399362500e+14,1.246297839793928108e-01
2.118679249231207500e+14,1.330761344084091247e-01
2.166043296731340625e+14,1.416969266901058899e-01
2.214466189262598438e+14,1.504792992331442369e-01
2.263971597791865938e+14,1.594101493802525527e-01
2.314583722461363125e+14,1.684761529564423044e-01
2.366327304418611250e+14,1.776637841476956248e-01
2.419227637910816250e+14,1.869593356804918893e-01
2.473310582649724688e+14,1.963489392720587090e-01
2.528602576452803750e+14,2.058185863208282229e-01
2.585130648167070000e+14,2.153541488062560016e-01
2.642922430881838438e+14,2.249414003667870865e-01
2.702006175436790938e+14,2.345660375245482432e-01
2.762410764232135938e+14,2.442137010250923224e-01
2.824165725347390625e+14,2.538699972603484234e-01
2.887301246975848750e+14,2.635205197428419077e-01
2.951848192181739375e+14,2.731508705991134156e-01
3.017838113987227500e+14,2.827466820502939626e-01
3.085303270796815625e+14,2.922936378477814512e-01
3.154276642166438125e+14,3.017774946320295193e-01
3.224791944925146875e+14,3.111841031826080850e-01
3.296883649657189375e+14,3.204994295277980854e-01
3.370586997552566875e+14,3.297095758822519707e-01
3.445938017634224375e+14,3.388008013814747255e-01
3.522973544370500000e+14,3.477595425821814468e-01
3.601731235681171250e+14,3.565724336979721465e-01
3.682249591346106875e+14,3.652263265401009540e-01
3.764567971825446250e+14,3.737083101336146629e-01
3.848726617500445000e+14,3.820057299795761585e-01
3.934766668344604375e+14,3.901062069346611372e-01
4.022730184034410000e+14,3.979976556799271759e-01
4.112660164509728750e+14,4.056683027512274498e-01
4.204600570993845625e+14,4.131067041043589572e-01
4.298596347483328125e+14,4.203017621887337185e-01
4.394693442718474375e+14,4.272427425041205318e-01
4.492938832644756250e+14,4.339192896157286206e-01
4.593380543376476875e+14,4.403214426037597162e-01
4.696067674673777500e+14,4.464396499243727945e-01
4.801050423944503750e+14,4.522647836598845394e-01
4.908380110782545000e+14,4.577881531369609180e-01
5.018109202054937500e+14,4.630015178924615782e-01
5.130291337549600000e+14,4.678970999676094200e-01
5.244981356196544375e+14,4.724675955121364623e-01
5.362235322875265625e+14,4.767061856810905773e-01
5.482110555821316875e+14,4.806065468080588654e-01
5.604665654645795625e+14,4.841628598396112149e-01
5.729960528980990000e+14,4.873698190169038491e-01
5.858056427766530000e+14,4.902226397914831169e-01
5.989015969190238750e+14,4.927170659634800831e-01
6.122903171298210000e+14,4.948493760315524903e-01
6.259783483289427500e+14,4.966163887450899539e-01
6.399723817509746250e+14,4.980154678504081223e-01
6.542792582161242500e+14,4.990445260238461911e-01
6.689059714742783750e+14,4.997020279859007985e-01
6.838596716238063750e+14,4.999869927917504620e-01
6.991476686068177500e+14,4.998989952947550663e-01
7.147774357825320000e+14,4.994381667807414327e-01
7.307566135805455000e+14,4.986051947721359401e-01
7.470930132357668750e+14,4.974013220022306392e-01
7.637946206068511250e+14,4.958283445611156859e-01
7.808696000799811250e+14,4.938886092160476582e-01
7.983262985599510000e+14,4.915850099102375692e-01
8.161732495504418750e+14,4.889209834453072112e-01
8.344191773255275000e+14,4.859005043538274227e-01
8.530730011944386250e+14,4.825280789696069217e-01
8.721438398616488750e+14,4.788087387045762422e-01
8.916410158844683750e+14,4.747480325422836489e-01
9.115740602302528750e+14,4.703520187592185597e-01
9.319527169355101250e+14,4.656272558863097100e-01
9.527869478691623750e+14,4.605807929240725018e-01
9.740869376022743750e+14,4.552201588260236798e-01
9.958630983866851250e+14,4.495533512660229714e-01
1.018126075244901125e+15,4.435888247063364820e-01
1.040886751173795125e+15,4.373354777841921837e-01
1.064156252464632000e+15,4.308026400356703700e-01
1.087945954142032000e+15,4.240000579767114752e-01
1.112267485524500125e+15,4.169378805620387318e-01
1.137132735909310750e+15,4.096266440436441836e-01
1.162553860384433000e+15,4.020772562514888238e-01
1.188543285770409500e+15,3.943009803197979335e-01
1.215113716695068000e+15,3.863094178833068049e-01
1.242278141804009000e+15,3.781144917684706730e-01
1.270049840109985750e+15,3.697284282054634219e-01
1.298442387484173750e+15,3.611637385875541284e-01
1.327469663292582500e+15,3.524332008050157783e-01
1.357145857180828000e+15,3.435498401814366387e-01
1.387485476010552500e+15,3.345269100409220542e-01
1.418503350950969000e+15,3.253778719350705617e-01
1.450214644728882500e+15,3.161163755593462965e-01
1.482634859040818500e+15,3.067562383887224020e-01
1.515779842130853250e+15,2.973114250630088939e-01
1.549665796537817750e+15,2.877960265526644523e-01
1.584309287015757000e+15,2.782242391360634226e-01
1.619727248631393500e+15,2.686103432197110563e-01
1.655936995042642750e+15,2.589686820329082373e-01
1.692956226962192500e+15,2.493136402287113307e-01
1.730803040810298500e+15,2.396596224230700678e-01
1.769495937560979750e+15,2.300210317042191421e-01
1.809053831786046250e+15,2.204122481442962744e-01
1.849496060901238750e+15,2.108476073453422195e-01
1.890842394619106750e+15,2.013413790516280777e-01
1.933113044613210000e+15,1.919077458602395092e-01
1.976328674398328000e+15,1.825607820616856891e-01
2.020510409431625000e+15,1.733144326420780756e-01
2.065679847439553250e+15,1.641824924782377404e-01
2.111859068975657500e+15,1.551785857567470339e-01
2.159070648214405000e+15,1.463161456476583244e-01
2.207337663986272250e+15,1.376083942631935453e-01
2.256683711059615500e+15,1.290683229313105140e-01
2.307132911674664000e+15,1.207086728135986220e-01
2.358709927335402500e+15,1.125419158963962968e-01
2.411439970865072500e+15,1.045802363834984761e-01
2.465348818731128000e+15,9.683551251822178352e-02
2.520462823645817000e+15,8.931929886192588319e-02
2.576808927448362500e+15,8.204280905545908997e-02
2.634414674275173500e+15,7.501689908922540284e-02
2.693308224024478500e+15,6.825205110683957299e-02
2.753518366121970500e+15,6.175835776654101106e-02
2.815074533594142000e+15,5.554550718367842754e-02
2.878006817456340500e+15,4.962276847675573671e-02
2.942345981422369500e+15,4.399897793858406625e-02
3.008123476942979500e+15,3.868252585317849546e-02
3.075371458580558500e+15,3.368134397807204250e-02
3.144122799727463500e+15,2.900289371070782773e-02
3.214411108675871500e+15,2.465415495658405259e-02
3.286270745046750000e+15,2.064161571574463921e-02
3.359736836586171500e+15,1.697126240315720291e-02
3.434845296337116500e+15,1.364857091742257243e-02
3.511632840195090500e+15,1.067849847113070023e-02
3.590137004856344000e+15,8.065476195064882892e-03
3.670396166167196000e+15,5.813402527277794843e-03
3.752449557883630500e+15,3.925637396908718615e-03
3.836337290850264000e+15,2.404997211412612541e-03
3.922100372608077000e+15,1.253750654687978833e-03
4.009780727440413000e+15,4.736153023660280873e-04
4.099421216867268000e+15,6.575505931346357447e-05
4.191065660597583000e+15,3.077842317180914033e-05
4.284758857950014500e+15,3.687375765229990491e-04
4.380546609752577500e+15,1.079128309037151933e-03
4.478475740731774500e+15,2.160890769717384828e-03
4.578594122402423000e+15,3.612411048120251541e-03
4.680950696469022000e+15,5.431523582190916737e-03
4.785595498750345000e+15,7.615514389124884535e-03
4.892579683638891000e+15,1.016112511443078778e-02
5.001955549107034000e+15,1.306455789315711172e-02
5.113776562272395000e+15,1.632148101602947515e-02
5.228097385534542000e+15,1.992703539204144711e-02
5.344973903296083000e+15,2.387584179786645180e-02
5.464463249281134000e+15,2.816200890326464937e-02
5.586623834464380000e+15,3.277914206050905332e-02
5.711515375624735000e+15,3.772035284474930389e-02
5.839198924537102000e+15,4.297826933101756702e-02
5.969736897816852000e+15,4.854504709261483336e-02
6.103193107431448000e+15,5.441238090441632980e-02
6.239632791894217000e+15,6.057151713366303730e-02
6.379122648155332000e+15,6.701326679973088063e-02
6.521730864205988000e+15,7.372801928343590550e-02
6.667527152411210000e+15,8.070575666535889647e-02
6.816582783587957000e+15,8.793606867185496667e-02
6.968970621845053000e+15,9.540816820642196439e-02
7.124765160201850000e+15,1.031109074432465939e-01
7.284042557003441000e+15,1.110327944589670629e-01
7.446880673149664000e+15,1.191620103777626255e-01
7.613359110156527000e+15,1.274864270042598557e-01
7.783559249068513000e+15,1.359936249179144740e-01
7.957564290240628000e+15,1.446709120018656591e-01
8.135459294010116000e+15,1.535053423786628124e-01
8.317331222277086000e+15,1.624837357245617897e-01
8.503268981014857000e+15,1.715926969335966057e-01
8.693363463730606000e+15,1.808186361021042743e-01
8.887707595897637000e+15,1.901477888038684283e-01
9.086396380380772000e+15,1.995662366256224507e-01
9.289526943877612000e+15,2.090599279323241966e-01
9.497198584397640000e+15,2.186146988311538919e-01
9.709512819802944000e+15,2.282162943030091873e-01
9.926573437434074000e+15,2.378503894699542376e-01
1.014848654484507400e+16,2.475026109668717889e-01
1.037536062167337000e+16,2.571585583855114931e-01
1.060730657266824600e+16,2.668038257587951878e-01
1.084443778190557800e+16,2.764240230535019993e-01
1.108687016821459200e+16,2.860047976391444924e-01
1.133472224184280800e+16,2.955318557010114255e-01
1.158811516238912000e+16,3.049909835655327250e-01
1.184717279803060600e+16,3.143680689060084910e-01
1.211202178607432000e+16,3.236491217971889656e-01
1.238279159486276600e+16,3.328202955872227586e-01
1.265961458706228800e+16,3.418679075558144209e-01
1.294262608436783400e+16,3.507784593278922003e-01
1.323196443365266200e+16,3.595386570121463787e-01
1.352777107459790800e+16,3.681354310345757441e-01
1.383019060883406200e+16,3.765559556373346273e-01
1.413937087062701000e+16,3.847876680137975458e-01
1.445546299914599800e+16,3.928182870513812208e-01
1.477862151234545400e+16,4.006358316540393760e-01
1.510900438249962600e+16,4.082286386172016557e-01
1.544677311342585800e+16,4.155853800284097233e-01
1.579209281943299800e+16,4.226950801677345493e-01
1.614513230603659400e+16,4.295471318827600027e-01
1.650606415247648800e+16,4.361313124136503849e-01
1.687506479608121400e+16,4.424377986447975974e-01
1.725231461851639000e+16,4.484571817601541444e-01
1.763799803396260000e+16,4.541804812805250724e-01
1.803230357926454000e+16,4.595991584617752368e-01
1.843542400609406800e+16,4.647051290340044050e-01
1.884755637517577200e+16,4.694907752627064390e-01
1.926890215261676800e+16,4.739489573138466194e-01
1.969966730839150800e+16,4.780730239059911013e-01
2.014006241702828000e+16,4.818568222335233853e-01
2.059030276054499600e+16,4.852947071461808370e-01
2.105060843368860400e+16,4.883815495712115484e-01
2.152120445152467200e+16,4.911127441655637749e-01
2.200232085943388400e+16,4.934842161867329935e-01
2.249419284556757600e+16,4.954924275719740923e-01
2.299706085581548400e+16,4.971343822168297066e-01
2.351117071134635200e+16,4.984076304451066641e-01
2.403677372877347600e+16,4.993102726636041711e-01
2.457412684300843200e+16,4.998409621961750759e-01
2.512349273286132800e+16,4.999989072928649469e-01
2.568513994944688000e+16,4.997838723111457382e-01
2.625934304746412400e+16,4.991961780674766813e-01
2.684638271940782400e+16,4.982367013586708748e-01
2.744654593278236000e+16,4.969068736537766151e-01
2.806012607038311200e+16,4.952086789584330684e-01
2.868742307371165600e+16,4.931446508548764096e-01
2.932874358960050000e+16,4.907178687220214997e-01
2.998440112011220800e+16,4.879319531412530386e-01
3.065471617579187600e+16,4.847910604947882063e-01
3.134001643234578400e+16,4.812998767646474718e-01
3.204063689082006000e+16,4.774636105415234755e-01
3.275692004136409600e+16,4.732879852539390031e-01
3.348921603065106000e+16,4.687792306293104283e-01
3.423788283304375600e+16,4.639440733996557098e-01
3.500328642558709200e+16,4.587897272657939785e-01
3.578580096690974000e+16,4.533238821350369929e-01
3.658580898012948000e+16,4.475546926484091359e-01
3.740370153984285600e+16,4.414907660145192536e-01
3.823987846329981600e+16,4.351411491682354860e-01
3.909474850584760800e+16,4.285153152733177095e-01
3.996872956074692000e+16,4.216231495891628600e-01
4.086224886345519200e+16,4.144749347226959757e-01
4.177574320047335200e+16,4.070813352874983471e-01
4.270965912286649600e+16,3.994533819929687035e-01
4.366445316455277600e+16,3.916024551873228954e-01
4.464059206547573600e+16,3.835402678789446851e-01
4.563855299976576000e+16,3.752788482614161647e-01
4.665882380899855200e+16,3.668305217683595632e-01
4.770190324067377600e+16,3.582078926847772071e-01
4.876830119201931200e+16,3.494238253423803675e-01
4.985853895924969600e+16,3.404914249269638815e-01
5.097314949239693600e+16,3.314240179263949204e-01
5.211267765583408000e+16,3.222351322484978131e-01
5.327768049462913600e+16,3.129384770384022185e-01
5.446872750684708800e+16,3.035479222254811038e-01
5.568640092194367200e+16,2.940774778304619530e-01
5.693129598538282400e+16,2.845412730634593879e-01
5.820402124961231200e+16,2.749535352442795122e-01
5.950519887155119200e+16,2.653285685762470925e-01
6.083546491672072800e+16,2.556807328054164774e-01
